5241	14484
1	2233	1	0.333333
2233	1	0.333333	1
1	3851	1	0.333333
3851	1	0.333333	1
1	1548	1	0.333333
1548	1	0.333333	1
2	2768	1	1
2768	2	1	1
3	3071	0.2	0.166667
3071	3	0.166667	0.2
3	4989	0.2	0.166667
4989	3	0.166667	0.2
3	28	0.25	0.166667
28	3	0.166667	0.25
3	4548	0.25	0.166667
4548	3	0.166667	0.25
3	3895	0.333333	0.166667
3895	3	0.166667	0.333333
3	2230	0.333333	0.166667
2230	3	0.166667	0.333333
4	3921	0.125	0.25
3921	4	0.25	0.125
4	4656	0.25	0.25
4656	4	0.25	0.25
4	3068	1	0.25
3068	4	0.25	1
4	771	0.25	0.25
771	4	0.25	0.25
5	4604	1	1
4604	5	1	1
6	2603	0.035714	0.2
2603	6	0.2	0.035714
6	2337	0.090909	0.2
2337	6	0.2	0.090909
6	2602	0.045455	0.2
2602	6	0.2	0.045455
6	938	0.047619	0.2
938	6	0.2	0.047619
6	280	0.166667	0.2
280	6	0.2	0.166667
7	5098	0.125	0.25
5098	7	0.25	0.125
7	3823	0.25	0.25
3823	7	0.25	0.25
7	4948	0.25	0.25
4948	7	0.25	0.25
7	2220	0.25	0.25
2220	7	0.25	0.25
8	1603	0.333333	1
1603	8	1	0.333333
9	4086	0.25	1
4086	9	1	0.25
10	5148	0.019608	0.020408
5148	10	0.020408	0.019608
10	2901	0.016129	0.020408
2901	10	0.020408	0.016129
10	2243	0.020408	0.020408
2243	10	0.020408	0.020408
10	3494	0.015152	0.020408
3494	10	0.020408	0.015152
10	933	0.022222	0.020408
933	10	0.020408	0.022222
10	1606	0.017857	0.020408
1606	10	0.020408	0.017857
10	4553	0.012987	0.020408
4553	10	0.020408	0.012987
10	2553	0.017544	0.020408
2553	10	0.020408	0.017544
10	935	0.023256	0.020408
935	10	0.020408	0.023256
10	317	0.017857	0.020408
317	10	0.020408	0.017857
10	3746	0.045455	0.020408
3746	10	0.020408	0.045455
10	4408	0.020833	0.020408
4408	10	0.020408	0.020833
10	5056	0.017857	0.020408
5056	10	0.020408	0.017857
10	2527	0.5	0.020408
2527	10	0.020408	0.5
10	2465	0.012987	0.020408
2465	10	0.020408	0.012987
10	4167	0.021277	0.020408
4167	10	0.020408	0.021277
10	2822	0.021739	0.020408
2822	10	0.020408	0.021739
10	238	0.058824	0.020408
238	10	0.020408	0.058824
10	2867	0.016667	0.020408
2867	10	0.020408	0.016667
10	4058	0.022222	0.020408
4058	10	0.020408	0.022222
10	4233	0.012346	0.020408
4233	10	0.020408	0.012346
10	2278	0.022222	0.020408
2278	10	0.020408	0.022222
10	3044	0.022222	0.020408
3044	10	0.020408	0.022222
10	2565	0.022222	0.020408
2565	10	0.020408	0.022222
10	3892	0.015873	0.020408
3892	10	0.020408	0.015873
10	4681	0.018868	0.020408
4681	10	0.020408	0.018868
10	3778	0.021277	0.020408
3778	10	0.020408	0.021277
10	4282	0.012658	0.020408
4282	10	0.020408	0.012658
10	1814	0.022222	0.020408
1814	10	0.020408	0.022222
10	846	0.018519	0.020408
846	10	0.020408	0.018519
10	148	0.018182	0.020408
148	10	0.020408	0.018182
10	1271	0.021739	0.020408
1271	10	0.020408	0.021739
10	1975	0.014706	0.020408
1975	10	0.020408	0.014706
10	677	0.020408	0.020408
677	10	0.020408	0.020408
10	4023	0.022222	0.020408
4023	10	0.020408	0.022222
10	599	0.022222	0.020408
599	10	0.020408	0.022222
10	1353	0.014706	0.020408
1353	10	0.020408	0.014706
10	559	0.015385	0.020408
559	10	0.020408	0.015385
10	446	0.021277	0.020408
446	10	0.020408	0.021277
10	124	0.020833	0.020408
124	10	0.020408	0.020833
10	2489	0.020833	0.020408
2489	10	0.020408	0.020833
10	4324	0.014925	0.020408
4324	10	0.020408	0.014925
10	3501	0.022222	0.020408
3501	10	0.020408	0.022222
10	4601	0.021277	0.020408
4601	10	0.020408	0.021277
10	4981	0.019608	0.020408
4981	10	0.020408	0.019608
10	847	0.166667	0.020408
847	10	0.020408	0.166667
10	1401	0.022222	0.020408
1401	10	0.020408	0.022222
10	3771	0.022727	0.020408
3771	10	0.020408	0.022727
10	4153	0.022222	0.020408
4153	10	0.020408	0.022222
11	5148	0.019608	0.02381
5148	11	0.02381	0.019608
11	2901	0.016129	0.02381
2901	11	0.02381	0.016129
11	2243	0.020408	0.02381
2243	11	0.02381	0.020408
11	3494	0.015152	0.02381
3494	11	0.02381	0.015152
11	933	0.022222	0.02381
933	11	0.02381	0.022222
11	1606	0.017857	0.02381
1606	11	0.02381	0.017857
11	2553	0.017544	0.02381
2553	11	0.02381	0.017544
11	317	0.017857	0.02381
317	11	0.02381	0.017857
11	4408	0.020833	0.02381
4408	11	0.02381	0.020833
11	5056	0.017857	0.02381
5056	11	0.02381	0.017857
11	2465	0.012987	0.02381
2465	11	0.02381	0.012987
11	4167	0.021277	0.02381
4167	11	0.02381	0.021277
11	2822	0.021739	0.02381
2822	11	0.02381	0.021739
11	2867	0.016667	0.02381
2867	11	0.02381	0.016667
11	4058	0.022222	0.02381
4058	11	0.02381	0.022222
11	2278	0.022222	0.02381
2278	11	0.02381	0.022222
11	3044	0.022222	0.02381
3044	11	0.02381	0.022222
11	4233	0.012346	0.02381
4233	11	0.02381	0.012346
11	2565	0.022222	0.02381
2565	11	0.02381	0.022222
11	3892	0.015873	0.02381
3892	11	0.02381	0.015873
11	3778	0.021277	0.02381
3778	11	0.02381	0.021277
11	4681	0.018868	0.02381
4681	11	0.02381	0.018868
11	4282	0.012658	0.02381
4282	11	0.02381	0.012658
11	1814	0.022222	0.02381
1814	11	0.02381	0.022222
11	846	0.018519	0.02381
846	11	0.02381	0.018519
11	148	0.018182	0.02381
148	11	0.02381	0.018182
11	1271	0.021739	0.02381
1271	11	0.02381	0.021739
11	1975	0.014706	0.02381
1975	11	0.02381	0.014706
11	677	0.020408	0.02381
677	11	0.02381	0.020408
11	4023	0.022222	0.02381
4023	11	0.02381	0.022222
11	599	0.022222	0.02381
599	11	0.02381	0.022222
11	1353	0.014706	0.02381
1353	11	0.02381	0.014706
11	559	0.015385	0.02381
559	11	0.02381	0.015385
11	446	0.021277	0.02381
446	11	0.02381	0.021277
11	124	0.020833	0.02381
124	11	0.02381	0.020833
11	2489	0.020833	0.02381
2489	11	0.02381	0.020833
11	3501	0.022222	0.02381
3501	11	0.02381	0.022222
11	4324	0.014925	0.02381
4324	11	0.02381	0.014925
